name,brief description,proximity,fulladdress,street address,city,state,zip code,phone number,web site,hours of operation,intake,fee,features,detailed description,eligibility,application procedure,required documents,age restriction,languages,borough,branch page,branch history page,lon,lat
Ozone Park Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"92-24 Rockaway Boulevard, OZONE PARK, NY, 11417",92-24 Rockaway Boulevard,OZONE PARK,NY,11417,(718) 845-3127,http://www.queenslibrary.org,Mon: 1:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.846625,40.681019
Pacific Library,Pacific branch of the Brooklyn Public Library system.,,"25 4th Avenue, BROOKLYN, NY, 11217",25 4th Avenue,BROOKLYN,NY,11217,(718) 638-1531,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/pacific,http://www.bklynlibrary.org/locations/pacific/history,-73.978481,40.68343
Paerdegat Library,Paerdegat branch of the Brooklyn Public Library system.,,"850 East 59th Street, BROOKLYN, NY, 11234",850 East 59th Street,BROOKLYN,NY,11234,(718) 241-3994,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10;00 AM - 8:00 PM; Wed: 1:00 PM - 8:00 PM; Thu - Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM -5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/paerdegat,http://www.bklynlibrary.org/locations/paerdegat/history,-73.920011,40.63261
Park Slope Library,Park Slope branch of the Brooklyn Public Library system.,,"431 6th Avenue, BROOKLYN, NY, 11215",431 6th Avenue,BROOKLYN,NY,11215,(718) 832-1853,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 10:00 AM - 6:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/park-slope,http://www.bklynlibrary.org/locations/park-slope/history,-73.98343,40.668221
Parkchester Regional Library,Bronx branch of the New York Public Library system.,,"1985 Westchester Avenue, BRONX, NY, 10462",1985 Westchester Avenue,BRONX,NY,10462,(718) 829-7830,http://www.nypl.org,Mon - Thu: 8:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM; Sun: 1:00 PM - 5:00 PM,,,,,,,,,,bronx,https://www.nypl.org/locations/parkchester,https://www.nypl.org/about/locations/parkchester,-73.858343,40.83373
Pelham Bay Library,Bronx branch of the New York Public Library system.,,"3060 Middletown Road, BRONX, NY, 10461",3060 Middletown Road,BRONX,NY,10461,(718) 792-6744,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/pelham-bay,https://www.nypl.org/about/locations/pelham-bay,-73.827993,40.84439
Peninsula Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs. Closed for extensive repairs of storm damage.",,"92-25 Rockaway Beach Boulevard, FAR ROCKAWAY, NY, 11693",92-25 Rockaway Beach Boulevard,FAR ROCKAWAY,NY,11693,(718) 634-1110,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.750523,40.599546
Pomonok Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"158-21 Jewel Avenue, FRESH MEADOWS, NY, 11365",158-21 Jewel Avenue,FRESH MEADOWS,NY,11365,(718) 591-4343,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.784886,40.740449
Poppenhusen Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"121-23 14th Avenue, COLLEGE POINT, NY, 11356",121-23 14th Avenue,COLLEGE POINT,NY,11356,(718) 359-1102,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.846028,40.786221
Port Richmond Library,Staten Island branch of the New York Public Library system. ,,"75 Bennett Street, STATEN ISLAND, NY, 10302",75 Bennett Street,STATEN ISLAND,NY,10302,(718) 442-0158,http://www.nypl.org,Mon - Wed: 10:00 AM - 7:00 PM; Thu: 12:00 PM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/port-richmond,https://www.nypl.org/about/locations/port-richmond,-74.131153,40.637513
Queens Borough Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"89-11 Merrick Boulevard, JAMAICA, NY, 11432",89-11 Merrick Boulevard,JAMAICA,NY,11432,(718) 990-0700,http://www.queenslibrary.org,Mon - Fri: 9:00 AM - 9:00 PM; Sat: 10:00 AM - 5:30 PM; Sun: 12:00 PM - 5:00 PM,,,,,,,,,,queens,,,-73.795027,40.707651
Queens Central Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"89-11 Merrick Boulevard, JAMAICA, NY, 11432",89-11 Merrick Boulevard,JAMAICA,NY,11432,(718) 990-0700,http://www.queenslibrary.org,Sun: 12:00 PM - 5:00 PM; Mon - Thu: 9:00 AM - 9:00 PM; Fri: 9:00 AM - 7:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.795027,40.707651
Queens Job Information Center Library,"Maintains a collection of specialized career and education resources including books, periodicals, newspapers, pamphlets, forms and catalogs.",,"89-11 Merrick Boulevard, JAMAICA, NY, 11432",89-11 Merrick Boulevard,JAMAICA,NY,11432,(718) 990-0746,http://www.queenslibrary.org,Mon - Fri: 9:00 AM - 6:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.795027,40.707651
Queens Library Cyber Center Library,"Provides internet access, and electronic access to the resources of the Queens Borough Public Library.  Offers access to the InfoLinQ, WorldLinQ, licensed commercial or research databases, the Internet and general software such as Microsoft Office.",,"89-11 Merrick Boulevard, JAMAICA, NY, 11432",89-11 Merrick Boulevard,JAMAICA,NY,11432,(718) 990-0778,http://www.queenslibrary.org,Mon - Fri: 9:00 AM - 8:45 PM; Sat: 10:00 AM - 5:15 PM; Sun: 12:00 PM - 4:45 PM,,,Computers,,,,,,,queens,,,-73.795027,40.707651
Queens Village Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"94-11 217th Street, QUEENS VILLAGE, NY, 11428",94-11 217th Street,QUEENS VILLAGE,NY,11428,(718) 776-6800,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.739079,40.719869
Queensboro Hill Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"60-05 Main Street, FLUSHING, NY, 11355",60-05 Main Street,FLUSHING,NY,11355,(718) 359-8332,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.830113,40.759515
Red Hook Library,Red Hook branch of the Brooklyn Public Library system. ,,"7 Wolcott Street, BROOKLYN, NY, 11231",7 Wolcott Street,BROOKLYN,NY,11231,(718) 935-0203,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 1:00 PM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/red-hook,http://www.bklynlibrary.org/locations/red-hook/history,-74.010262,40.675354
Rego Park Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"91-41 63rd Drive, REGO PARK, NY, 11374",91-41 63rd Drive,REGO PARK,NY,11374,(718) 459-5140,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.861806,40.727415
Richmond Hill Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"118-14 Hillside Avenue, RICHMOND HILL, NY, 11418",118-14 Hillside Avenue,RICHMOND HILL,NY,11418,(718) 849-7150,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.831697,40.700869
Richmondtown Library,Staten Island branch of the New York Public Library system.,,"200 Clarke Avenue, STATEN ISLAND, NY, 10306",200 Clarke Avenue,STATEN ISLAND,NY,10306,(718) 668-0413,http://www.nypl.org,Mon: 12:00 PM - 8:00 PM; Tue - Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/richmondtown,https://www.nypl.org/about/locations/richmondtown,-74.138488,40.566572
Ridgewood Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"20-12 Madison Street, RIDGEWOOD, NY, 11385",20-12 Madison Street,RIDGEWOOD,NY,11385,(718) 821-4770,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.905948,40.702183
Riverdale Library,Bronx branch of the New York Public Library system.,,"5540 Mosholu Avenue, BRONX, NY, 10471",5540 Mosholu Avenue,BRONX,NY,10471,(718) 549-1212,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, Senior Programs",,,,,,,bronx,https://www.nypl.org/locations/riverdale,https://www.nypl.org/about/locations/riverdale,-73.902899,40.903796
Riverside Library,Manhattan branch of the New York Public Library system.,,"127 Amsterdam Avenue, NEW YORK, NY, 10023",127 Amsterdam Avenue,NEW YORK,NY,10023,(212) 870-1810,http://www.nypl.org,Mon: 11:00 AM - 7:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 11:00 AM - 7:00 PM; Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, Poetry Readings, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/riverside,https://www.nypl.org/about/locations/riverside,-73.984582,40.774257
Rochdale Village Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"169-09 137th Avenue, JAMAICA, NY, 11434",169-09 137th Avenue,JAMAICA,NY,11434,(718) 723-4440,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.795405,40.70009
Roosevelt Island Library,Manhattan branch of the New York Public Library system.,,"524 Main Street, NEW YORK, NY, 10044",524 Main Street,NEW YORK,NY,10044,(212) 308-6243,http://www.nypl.org,Mon: 10:00 AM - 8:00 PM; Tue: 10:00 AM - 6:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 10:00 AM - 6:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/roosevelt-island,https://www.nypl.org/about/locations/roosevelt-island,-73.950258,40.761249
Rosedale Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"144-20 243rd Street, ROSEDALE, NY, 11422",144-20 243rd Street,ROSEDALE,NY,11422,(718) 528-8490,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.734622,40.659325
Rugby Library,Rugby branch of the Brooklyn Public Library system.,,"1000 Utica Avenue, BROOKLYN, NY, 11203",1000 Utica Avenue,BROOKLYN,NY,11203,(718) 566-0054,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 1:00 PM - 8:00 PM; Thu - Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/rugby,http://www.bklynlibrary.org/locations/rugby/history,-73.930248,40.648637
Ryder Library,Ryder branch of the Brooklyn Public Library system.,,"5902 23rd Avenue, BROOKLYN, NY, 11204",5902 23rd Avenue,BROOKLYN,NY,11204,(718) 331-2962,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM,,,"Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/ryder,http://www.bklynlibrary.org/locations/ryder/history,-73.975878,40.6159
Saratoga Library,Saratoga branch of the Brooklyn Public Library system.,,"8 Thomas S Boyland Street, BROOKLYN, NY, 11233",8 Thomas S Boyland Street,BROOKLYN,NY,11233,(718) 573-5224,http://www.brooklynpubliclibrary.org,Mon: 10:00 AM - 6:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 1:00 PM - 8:00 PM; Thu - Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/saratoga,http://www.bklynlibrary.org/locations/saratoga/history,-73.915055,40.684812
Schomburg Center for Research Library,New York Public Library research library dedicated to collecting and preserving resources documenting the experiences of peoples of African descent throughout the world. ,,"515 Malcolm X Boulevard, NEW YORK, NY, 10037",515 Malcolm X Boulevard,NEW YORK,NY,10037,(212) 491-2200,http://www.nypl.org,Tue - Thu: 12:00 PM - 8:00 PM; Fri - Sat: 10:00 AM - 6:00 PM,,,"Computers, Poetry Readings, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/schomburg,https://www.nypl.org/about/locations/schomburg,-73.94085,40.814577
Science Industry and Business Library,"Manhattan - research collection of the New York Public Library system, specializing in science, industry and business.",,"188 Madison Avenue, NEW YORK, NY, 10016",188 Madison Avenue,NEW YORK,NY,10016,(917) 275-6975,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue - Thu: 10:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 6:00 PM,,,Computers,,,,,,,manhattan,https://www.nypl.org/locations/sibl,https://www.nypl.org/about/locations/sibl,-73.9829,40.748089
Seaside Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs. ",,"116-15 Rockaway Beach Boulevard, ROCKAWAY PARK, NY, 11694",116-15 Rockaway Beach Boulevard,ROCKAWAY PARK,NY,11694,(718) 634-1876,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.8377,40.5794
Sedgwick - New York Public Library,Bronx branch of the New York Public Library system.,,"1701 Martin Luther King Jr Boulevard, BRONX, NY, 10453",1701 Martin Luther King Jr Boulevard,BRONX,NY,10453,(718) 731-2074,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Thu: 11:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/sedgwick,https://www.nypl.org/about/locations/sedgwick,-73.864416,40.848783
Seward Park Library,Manhattan branch of the New York Public Library system.,,"192 East Broadway, NEW YORK, NY, 10002",192 East Broadway,NEW YORK,NY,10002,(212) 477-6770,http://www.nypl.org,Mon: 11:00 AM - 8:00 PM; Tue: 10:00 AM - 8:00 PM; Wed: 10:00 AM - 7:00 PM; Thu: 10:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,manhattan,https://www.nypl.org/locations/seward-park,https://www.nypl.org/about/locations/seward-park,-73.988473,40.714307
Sheepshead Bay Library,Sheepshead Bay branch of the Brooklyn Public Library system. ,,"2636 East 14th Street, BROOKLYN, NY, 11235",2636 East 14th Street,BROOKLYN,NY,11235,(718) 368-1815,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 10:00 AM - 8:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/sheepshead-bay,http://www.bklynlibrary.org/locations/sheepshead-bay/history,-73.955281,40.586977
Soundview Library,Bronx branch of the New York Public Library system.,,"660 Soundview Avenue, BRONX, NY, 10473",660 Soundview Avenue,BRONX,NY,10473,(718) 589-0880,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Early Childhood Discussions, English Classes",,,,,,,bronx,https://www.nypl.org/locations/soundview,https://www.nypl.org/about/locations/soundview,-73.862906,40.818621
South Beach Library,Staten Island branch of the New York Public Library system. ,,"21-25 Robin Road, STATEN ISLAND, NY, 10305",21-25 Robin Road,STATEN ISLAND,NY,10305,(718) 816-5834,http://www.nypl.org,Mon - Wed: 10:00 AM - 7:00 PM; Thu: 12:00 PM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,staten island,https://www.nypl.org/locations/south-beach,https://www.nypl.org/about/locations/south-beach,-74.0631311,40.5956051
South Hollis Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"204-01 Hollis Avenue, SAINT ALBANS, NY, 11412",204-01 Hollis Avenue,SAINT ALBANS,NY,11412,(718) 465-6779,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.7538,40.707
South Jamaica Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"108-41 Guy R. Brewer Boulevard, JAMAICA, NY, 11433",108-41 Guy R. Brewer Boulevard,JAMAICA,NY,11433,(718) 739-4088,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.790314,40.695597
South Ozone Park Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"128-16 Rockaway Boulevard, SOUTH OZONE PARK, NY, 11420",128-16 Rockaway Boulevard,SOUTH OZONE PARK,NY,11420,(718) 529-1660,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.815343,40.671225
Spring Creek Library,Spring Creek branch of the Brooklyn Public Library system.,,"12143 Flatlands Avenue, BROOKLYN, NY, 11207",12143 Flatlands Avenue,BROOKLYN,NY,11207,(718) 257-6571,http://www.brooklynpubliclibrary.org,Mon - Tue: 10:00 AM - 6:00 PM; Wed: 1:00 PM - 8:00 PM; Thu: 10:00 AM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,Computers,,,,,,,brooklyn,http://www.bklynlibrary.org/locations/spring-creek,http://www.bklynlibrary.org/locations/spring-creek/history,-73.885777,40.653269
Spuyten Duyvil Library,Bronx branch of the New York Public Library system.,,"650 West 235th Street, BRONX, NY, 10463",650 West 235th Street,BRONX,NY,10463,(718) 796-1202,http://www.nypl.org,Mon - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,bronx,https://www.nypl.org/locations/spuyten-duyvil,https://www.nypl.org/about/locations/spuyten-duyvil,-73.914632,40.886284
St. Agnes Center for Reading and Writing,Manhattan branch of the New York Public Library system.,,"444 Amsterdam Avenue, NEW YORK, NY, 10024",444 Amsterdam Avenue,NEW YORK,NY,10024,(212) 621-0614,http://www.nypl.org,"Tue, Thu: 11:00 AM - 5:00 PM; Fri: 10:00 AM - 5:00 PM",,,Adult Literacy,,,,,,,manhattan,,,-73.977345,40.784792
St. Agnes Library,Manhattan branch of the New York Public Library system.,,"444 Amsterdam Avenue, NEW YORK, NY, 10024",444 Amsterdam Avenue,NEW YORK,NY,10024,(212) 621-0619,http://www.nypl.org,Mon: 11:00 AM - 6:00 PM; Tue: 11:00 AM - 7:00 PM; Wed: 11:00 AM - 6:00 PM; Thu: 12:00 PM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, Poetry Readings, Senior Programs",,,,,,,manhattan,https://www.nypl.org/locations/st-agnes,https://www.nypl.org/about/locations/st-agnes,-73.977345,40.784792
St. Albans Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"191-05 Linden Boulevard, SAINT ALBANS, NY, 11412",191-05 Linden Boulevard,SAINT ALBANS,NY,11412,(718) 528-8196,http://www.queenslibrary.org,Mon: 12:00 PM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.7601,40.6925
St. George Center for Reading and Writing Library,Staten Island branch of the New York Public Library system.,,"5 Central Avenue, STATEN ISLAND, NY, 10301",5 Central Avenue,STATEN ISLAND,NY,10301,(718) 816-1025,http://www.nypl.org,Mon-Thu: 8:00 AM - 8:00 PM; Fri: 10:00 AM - 5:00 PM; Sat-Sun: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers",,,,,,,staten island,,,-74.076857,40.641826
St. George Library Center,Staten Island branch of the New York Public Library system.,,"5 Central Avenue, STATEN ISLAND, NY, 10301",5 Central Avenue,STATEN ISLAND,NY,10301,(718) 442-8560,http://www.nypl.org,Mon - Thu: 8:00 AM - 8:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, English Classes, Senior Programs",,,,,,,staten island,https://www.nypl.org/locations/st-george-library-center,https://www.nypl.org/about/locations/st-george-library-center,-74.076857,40.641826
Stapleton Library,Staten Island branch of the New York Public Library system.,,"132 Canal Street, STATEN ISLAND, NY, 10304",132 Canal Street,STATEN ISLAND,NY,10304,(718) 727-0427,http://www.nypl.org,Mon: 10:00 AM - 7:00 PM; Tue: 12:00 PM - 8:00 PM; Wed - Thu: 10:00 AM - 7:00 PM; Fri - Sat: 10:00 AM - 5:00 PM,,,Early Childhood Discussions,,,,,,,staten island,https://www.nypl.org/locations/stapleton,https://www.nypl.org/about/locations/stapleton,-74.077758,40.626143
Steinway Library,"The Queens Public Library provides all residents of Queens with access to books, research, and other materials and programs.",,"21-45 31st Street, ASTORIA, NY, 11105",21-45 31st Street,ASTORIA,NY,11105,(718) 728-1965,http://www.queenslibrary.org,Mon: 9:00 AM - 8:00 PM; Tue: 1:00 PM - 6:00 PM; Wed: 10:00 AM - 6:00 PM; Thu: 12:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM; Sat: 10:00 AM - 5:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions, English Classes, Poetry Readings, Senior Programs",,,,,,,queens,,,-73.909503,40.776879
Stone Avenue Library,Stone Avenue branch of the Brooklyn Public Library system.,,"581 Mother Gaston Boulevard, BROOKLYN, NY, 11212",581 Mother Gaston Boulevard,BROOKLYN,NY,11212,(718) 485-8347,http://www.brooklynpubliclibrary.org,Mon - Wed: 10:00 AM - 6:00 PM; Thu: 1:00 PM - 8:00 PM; Fri: 10:00 AM - 6:00 PM,,,"Adult Literacy, Computers, Early Childhood Discussions",,,,,,,brooklyn,http://www.bklynlibrary.org/locations/stone-avenue,http://www.bklynlibrary.org/locations/stone-avenue/history,-73.905355,40.664545
